Time(s),Theta_MATLAB,Omega_MATLAB,Theta_CPP,Omega_CPP,Theta_IKF,Omega_IKF,Theta_Hybrid,Omega_Hybrid,CycleTime_us
8.249000,2.114618,-0.056087,2.114481,-0.103953,2.114617,-0.056524,2.114481,-0.103953,18.000000
8.250000,2.114558,-0.062296,2.114422,-0.110163,2.114558,-0.062733,2.114422,-0.110163,44719.000000
8.251000,2.114493,-0.068503,2.114356,-0.116373,2.114493,-0.068941,2.114356,-0.116373,45.000000
8.252000,2.114421,-0.074711,2.114285,-0.122582,2.114421,-0.075148,2.114285,-0.122582,26.000000
8.253000,2.114344,-0.080917,2.114207,-0.128791,2.114343,-0.081354,2.114207,-0.128791,30.000000
8.254000,2.114260,-0.087123,2.114123,-0.134999,2.114259,-0.087560,2.114123,-0.134999,18.000000
8.255000,2.114169,-0.093327,2.114032,-0.141206,2.114169,-0.093765,2.114032,-0.141206,18.000000
8.256000,2.114073,-0.099531,2.113936,-0.147413,2.114073,-0.099969,2.113936,-0.147413,18.000000
8.257000,2.113970,-0.105734,2.113833,-0.153618,2.113970,-0.106171,2.113833,-0.153618,18.000000
8.258000,2.113862,-0.111935,2.113725,-0.159823,2.113861,-0.112373,2.113725,-0.159823,18.000000
8.259000,2.113746,-0.118136,2.113609,-0.166027,2.113746,-0.118573,2.113609,-0.166027,19.000000
8.260000,2.113625,-0.124335,2.113488,-0.172230,2.113625,-0.124773,2.113488,-0.172230,18.000000
8.261000,2.113498,-0.130533,2.113361,-0.178432,2.113498,-0.130971,2.113361,-0.178432,18.000000
8.262000,2.113364,-0.136730,2.113227,-0.184633,2.113364,-0.137167,2.113227,-0.184633,18.000000
8.263000,2.113224,-0.142925,2.113087,-0.190832,2.113224,-0.143363,2.113087,-0.190832,18.000000
8.264000,2.113078,-0.149118,2.112941,-0.197030,2.113078,-0.149556,2.112941,-0.197030,18.000000
8.265000,2.112926,-0.155310,2.112789,-0.203227,2.112926,-0.155748,2.112789,-0.203227,18.000000
8.266000,2.112768,-0.161501,2.112631,-0.209423,2.112767,-0.161939,2.112631,-0.209423,18.000000
8.267000,2.112603,-0.167690,2.112466,-0.215617,2.112603,-0.168128,2.112466,-0.215617,18.000000
8.268000,2.112432,-0.173877,2.112295,-0.221809,2.112432,-0.174315,2.112295,-0.221809,18.000000
8.269000,2.112255,-0.180062,2.112118,-0.228000,2.112255,-0.180500,2.112118,-0.228000,18.000000
8.270000,2.112072,-0.186245,2.111935,-0.234190,2.112072,-0.186684,2.111935,-0.234190,21.000000
8.271000,2.111883,-0.192427,2.111746,-0.240377,2.111883,-0.192865,2.111746,-0.240377,19.000000
8.272000,2.111687,-0.198606,2.111550,-0.246563,2.111687,-0.199045,2.111550,-0.246563,18.000000
8.273000,2.111486,-0.204784,2.111348,-0.252747,2.111485,-0.205222,2.111348,-0.252747,18.000000
8.274000,2.111278,-0.210959,2.111141,-0.258929,2.111278,-0.211397,2.111141,-0.258929,18.000000
8.275000,2.111064,-0.217132,2.110927,-0.265109,2.111064,-0.217571,2.110927,-0.265109,18.000000
8.276000,2.110844,-0.223303,2.110706,-0.271287,2.110843,-0.223741,2.110706,-0.271287,19.000000
8.277000,2.110617,-0.229471,2.110480,-0.277463,2.110617,-0.229910,2.110480,-0.277463,18.000000
8.278000,2.110385,-0.235637,2.110247,-0.283637,2.110384,-0.236076,2.110247,-0.283637,18.000000
8.279000,2.110146,-0.241801,2.110009,-0.289808,2.110146,-0.242240,2.110009,-0.289808,18.000000
8.280000,2.109901,-0.247962,2.109764,-0.295977,2.109901,-0.248401,2.109764,-0.295977,18.000000
8.281000,2.109650,-0.254120,2.109513,-0.302144,2.109650,-0.254560,2.109513,-0.302144,18.000000
8.282000,2.109393,-0.260276,2.109255,-0.308308,2.109393,-0.260716,2.109255,-0.308308,18.000000
8.283000,2.109129,-0.266429,2.108992,-0.314470,2.109129,-0.266869,2.108992,-0.314470,19.000000
8.284000,2.108860,-0.272580,2.108722,-0.320630,2.108860,-0.273019,2.108722,-0.320630,18.000000
8.285000,2.108584,-0.278727,2.108447,-0.326786,2.108584,-0.279167,2.108447,-0.326786,18.000000
8.286000,2.108302,-0.284872,2.108165,-0.332940,2.108302,-0.285312,2.108165,-0.332940,28.000000
8.287000,2.108014,-0.291014,2.107877,-0.339092,2.108014,-0.291454,2.107877,-0.339092,24.000000
8.288000,2.107720,-0.297152,2.107583,-0.345240,2.107720,-0.297592,2.107583,-0.345240,18.000000
8.289000,2.107420,-0.303288,2.107283,-0.351386,2.107420,-0.303728,2.107283,-0.351386,18.000000
8.290000,2.107114,-0.309420,2.106976,-0.357528,2.107114,-0.309860,2.106976,-0.357528,38.000000
8.291000,2.106801,-0.315549,2.106664,-0.363668,2.106801,-0.315990,2.106664,-0.363668,33.000000
8.292000,2.106483,-0.321675,2.106345,-0.369804,2.106483,-0.322116,2.106345,-0.369804,26.000000
8.293000,2.106158,-0.327798,2.106020,-0.375938,2.106158,-0.328238,2.106020,-0.375938,27.000000
8.294000,2.105827,-0.333917,2.105689,-0.382068,2.105827,-0.334357,2.105689,-0.382068,29.000000
8.295000,2.105490,-0.340032,2.105352,-0.388195,2.105490,-0.340473,2.105352,-0.388195,48689.000000
8.296000,2.105147,-0.346144,2.105009,-0.394318,2.105147,-0.346585,2.105009,-0.394318,19.000000
8.297000,2.104798,-0.352253,2.104660,-0.400439,2.104798,-0.352694,2.104660,-0.400439,26.000000
8.298000,2.104443,-0.358357,2.104305,-0.406555,2.104442,-0.358799,2.104305,-0.406555,18.000000
8.299000,2.104081,-0.364458,2.103943,-0.412668,2.104081,-0.364900,2.103943,-0.412668,18.000000
8.300000,2.103714,-0.370556,2.103576,-0.418778,2.103713,-0.370997,2.103576,-0.418778,18.000000
8.301000,2.103340,-0.376649,2.103202,-0.424884,2.103340,-0.377091,2.103202,-0.424884,19.000000
8.302000,2.102960,-0.382738,2.102822,-0.430986,2.102960,-0.383180,2.102822,-0.430986,19.000000
8.303000,2.102575,-0.388824,2.102437,-0.437084,2.102574,-0.389266,2.102437,-0.437084,18.000000
8.304000,2.102183,-0.394905,2.102045,-0.443179,2.102182,-0.395347,2.102045,-0.443179,18.000000
8.305000,2.101785,-0.400982,2.101647,-0.449269,2.101785,-0.401424,2.101647,-0.449269,18.000000
8.306000,2.101381,-0.407055,2.101243,-0.455356,2.101381,-0.407497,2.101243,-0.455356,18.000000
8.307000,2.100971,-0.413124,2.100833,-0.461438,2.100970,-0.413566,2.100833,-0.461438,18.000000
8.308000,2.100555,-0.419188,2.100416,-0.467517,2.100554,-0.419631,2.100416,-0.467517,21.000000
8.309000,2.100132,-0.425248,2.099994,-0.473591,2.100132,-0.425691,2.099994,-0.473591,18.000000
8.310000,2.099704,-0.431304,2.099566,-0.479661,2.099704,-0.431747,2.099566,-0.479661,19.000000
8.311000,2.099270,-0.437355,2.099131,-0.485727,2.099269,-0.437798,2.099131,-0.485727,18.000000
8.312000,2.098829,-0.443401,2.098691,-0.491788,2.098829,-0.443845,2.098691,-0.491788,18.000000
8.313000,2.098383,-0.449443,2.098245,-0.497845,2.098383,-0.449887,2.098245,-0.497845,18.000000
8.314000,2.097930,-0.455480,2.097792,-0.503897,2.097930,-0.455924,2.097792,-0.503897,18.000000
8.315000,2.097472,-0.461512,2.097334,-0.509945,2.097472,-0.461956,2.097334,-0.509945,18.000000
8.316000,2.097007,-0.467540,2.096869,-0.515988,2.097007,-0.467984,2.096869,-0.515988,18.000000
8.317000,2.096537,-0.473562,2.096398,-0.522027,2.096537,-0.474007,2.096398,-0.522027,18.000000
8.318000,2.096060,-0.479580,2.095922,-0.528060,2.096060,-0.480024,2.095922,-0.528060,32.000000
8.319000,2.095578,-0.485592,2.095439,-0.534089,2.095577,-0.486037,2.095439,-0.534089,18.000000
8.320000,2.095089,-0.491600,2.094950,-0.540113,2.095089,-0.492045,2.094950,-0.540113,68.000000
8.321000,2.094594,-0.497602,2.094456,-0.546132,2.094594,-0.498047,2.094456,-0.546132,25.000000
8.322000,2.094094,-0.503599,2.093955,-0.552146,2.094094,-0.504045,2.093955,-0.552146,19.000000
8.323000,2.093587,-0.509591,2.093449,-0.558155,2.093587,-0.510037,2.093449,-0.558155,23.000000
8.324000,2.093075,-0.515578,2.092936,-0.564159,2.093074,-0.516023,2.092936,-0.564159,18.000000
8.325000,2.092556,-0.521559,2.092417,-0.570157,2.092556,-0.522005,2.092417,-0.570157,18.000000
8.326000,2.092032,-0.527534,2.091893,-0.576150,2.092031,-0.527980,2.091893,-0.576150,18.000000
8.327000,2.091501,-0.533504,2.091362,-0.582138,2.091501,-0.533950,2.091362,-0.582138,33.000000
8.328000,2.090965,-0.539468,2.090826,-0.588121,2.090964,-0.539915,2.090826,-0.588121,18.000000
8.329000,2.090422,-0.545427,2.090283,-0.594097,2.090422,-0.545874,2.090283,-0.594097,20.000000
8.330000,2.089874,-0.551380,2.089735,-0.600069,2.089874,-0.551827,2.089735,-0.600069,18.000000
8.331000,2.089319,-0.557327,2.089180,-0.606035,2.089319,-0.557775,2.089180,-0.606035,18.000000
8.332000,2.088759,-0.563269,2.088620,-0.611995,2.088759,-0.563716,2.088620,-0.611995,18.000000
8.333000,2.088193,-0.569204,2.088054,-0.617949,2.088193,-0.569652,2.088054,-0.617949,18.000000
8.334000,2.087621,-0.575133,2.087481,-0.623898,2.087620,-0.575581,2.087481,-0.623898,18.000000
8.335000,2.087043,-0.581057,2.086903,-0.629840,2.087042,-0.581505,2.086903,-0.629840,18.000000
8.336000,2.086459,-0.586974,2.086319,-0.635777,2.086458,-0.587422,2.086319,-0.635777,18.000000
8.337000,2.085869,-0.592885,2.085729,-0.641708,2.085868,-0.593333,2.085729,-0.641708,18.000000
8.338000,2.085273,-0.598789,2.085133,-0.647633,2.085273,-0.599238,2.085133,-0.647633,18.000000
8.339000,2.084671,-0.604688,2.084531,-0.653551,2.084671,-0.605137,2.084531,-0.653551,18.000000
8.340000,2.084063,-0.610580,2.083924,-0.659464,2.084063,-0.611029,2.083924,-0.659464,18.000000
8.341000,2.083450,-0.616465,2.083310,-0.665370,2.083450,-0.616915,2.083310,-0.665370,18.000000
8.342000,2.082830,-0.622345,2.082691,-0.671269,2.082830,-0.622794,2.082691,-0.671269,18.000000
8.343000,2.082205,-0.628217,2.082065,-0.677163,2.082205,-0.628667,2.082065,-0.677163,18.000000
8.344000,2.081574,-0.634083,2.081434,-0.683050,2.081574,-0.634533,2.081434,-0.683050,18.000000
8.345000,2.080937,-0.639942,2.080797,-0.688930,2.080937,-0.640393,2.080797,-0.688930,248.000000
8.346000,2.080294,-0.645794,2.080154,-0.694804,2.080294,-0.646245,2.080154,-0.694804,45047.000000
8.347000,2.079645,-0.651640,2.079505,-0.700671,2.079645,-0.652091,2.079505,-0.700671,19.000000
8.348000,2.078991,-0.657479,2.078851,-0.706532,2.078991,-0.657930,2.078851,-0.706532,18.000000
8.349000,2.078331,-0.663310,2.078190,-0.712385,2.078330,-0.663762,2.078190,-0.712385,18.000000
8.350000,2.077664,-0.669135,2.077524,-0.718232,2.077664,-0.669587,2.077524,-0.718232,19.000000
8.351000,2.076992,-0.674953,2.076852,-0.724072,2.076992,-0.675405,2.076852,-0.724072,18.000000
8.352000,2.076314,-0.680763,2.076174,-0.729905,2.076314,-0.681215,2.076174,-0.729905,18.000000
8.353000,2.075631,-0.686566,2.075490,-0.735731,2.075630,-0.687019,2.075490,-0.735731,18.000000
8.354000,2.074941,-0.692362,2.074801,-0.741550,2.074941,-0.692815,2.074801,-0.741550,18.000000
8.355000,2.074246,-0.698151,2.074105,-0.747361,2.074246,-0.698604,2.074105,-0.747361,18.000000
8.356000,2.073545,-0.703932,2.073404,-0.753166,2.073545,-0.704385,2.073404,-0.753166,18.000000
8.357000,2.072838,-0.709706,2.072697,-0.758963,2.072838,-0.710159,2.072697,-0.758963,46.000000
8.358000,2.072126,-0.715472,2.071985,-0.764753,2.072125,-0.715926,2.071985,-0.764753,18.000000
8.359000,2.071407,-0.721230,2.071266,-0.770535,2.071407,-0.721685,2.071266,-0.770535,18.000000
8.360000,2.070683,-0.726981,2.070542,-0.776310,2.070683,-0.727436,2.070542,-0.776310,18.000000
8.361000,2.069953,-0.732725,2.069812,-0.782077,2.069953,-0.733179,2.069812,-0.782077,18.000000
8.362000,2.069218,-0.738460,2.069077,-0.787837,2.069217,-0.738915,2.069077,-0.787837,18.000000
8.363000,2.068476,-0.744188,2.068335,-0.793589,2.068476,-0.744643,2.068335,-0.793589,18.000000
8.364000,2.067729,-0.749907,2.067588,-0.799333,2.067729,-0.750363,2.067588,-0.799333,18.000000
8.365000,2.066976,-0.755619,2.066835,-0.805069,2.066976,-0.756075,2.066835,-0.805069,18.000000
8.366000,2.066218,-0.761322,2.066077,-0.810798,2.066218,-0.761779,2.066077,-0.810798,18.000000
8.367000,2.065454,-0.767018,2.065313,-0.816518,2.065454,-0.767474,2.065313,-0.816518,18.000000
8.368000,2.064684,-0.772705,2.064543,-0.822231,2.064684,-0.773162,2.064543,-0.822231,18.000000
8.369000,2.063908,-0.778384,2.063767,-0.827935,2.063908,-0.778841,2.063767,-0.827935,18.000000
8.370000,2.063127,-0.784055,2.062986,-0.833632,2.063127,-0.784513,2.062986,-0.833632,18.000000
8.371000,2.062340,-0.789718,2.062199,-0.839320,2.062340,-0.790175,2.062199,-0.839320,18.000000
8.372000,2.061548,-0.795372,2.061406,-0.845000,2.061548,-0.795830,2.061406,-0.845000,18.000000
8.373000,2.060750,-0.801017,2.060608,-0.850671,2.060749,-0.801475,2.060608,-0.850671,18.000000
8.374000,2.059946,-0.806654,2.059804,-0.856334,2.059946,-0.807113,2.059804,-0.856334,18.000000
8.375000,2.059136,-0.812282,2.058994,-0.861989,2.059136,-0.812741,2.058994,-0.861989,18.000000
8.376000,2.058321,-0.817902,2.058179,-0.867635,2.058321,-0.818361,2.058179,-0.867635,18.000000
8.377000,2.057500,-0.823513,2.057358,-0.873273,2.057500,-0.823972,2.057358,-0.873273,18.000000
8.378000,2.056674,-0.829115,2.056532,-0.878902,2.056674,-0.829575,2.056532,-0.878902,18.000000
8.379000,2.055842,-0.834708,2.055700,-0.884522,2.055842,-0.835168,2.055700,-0.884522,21.000000
8.380000,2.055005,-0.840293,2.054862,-0.890133,2.055005,-0.840753,2.054862,-0.890133,19.000000
8.381000,2.054162,-0.845868,2.054019,-0.895736,2.054161,-0.846329,2.054019,-0.895736,18.000000
8.382000,2.053313,-0.851434,2.053171,-0.901330,2.053313,-0.851895,2.053171,-0.901330,24.000000
8.383000,2.052459,-0.856991,2.052316,-0.906914,2.052459,-0.857453,2.052316,-0.906914,18.000000
8.384000,2.051599,-0.862539,2.051456,-0.912490,2.051599,-0.863001,2.051456,-0.912490,18.000000
8.385000,2.050734,-0.868078,2.050591,-0.918057,2.050734,-0.868540,2.050591,-0.918057,19.000000
8.386000,2.049863,-0.873607,2.049720,-0.923614,2.049863,-0.874070,2.049720,-0.923614,18.000000
8.387000,2.048987,-0.879127,2.048844,-0.929162,2.048986,-0.879590,2.048844,-0.929162,18.000000
8.388000,2.048105,-0.884638,2.047962,-0.934701,2.048104,-0.885101,2.047962,-0.934701,18.000000
8.389000,2.047217,-0.890139,2.047074,-0.940230,2.047217,-0.890602,2.047074,-0.940230,18.000000
8.390000,2.046324,-0.895630,2.046181,-0.945750,2.046324,-0.896094,2.046181,-0.945750,19.000000
8.391000,2.045426,-0.901112,2.045283,-0.951261,2.045426,-0.901576,2.045283,-0.951261,46831.000000
8.392000,2.044522,-0.906584,2.044379,-0.956762,2.044522,-0.907049,2.044379,-0.956762,24.000000
8.393000,2.043613,-0.912047,2.043470,-0.962253,2.043613,-0.912511,2.043470,-0.962253,23.000000
8.394000,2.042698,-0.917499,2.042555,-0.967735,2.042698,-0.917964,2.042555,-0.967735,23.000000
8.395000,2.041778,-0.922942,2.041634,-0.973207,2.041778,-0.923407,2.041634,-0.973207,23.000000
8.396000,2.040852,-0.928375,2.040709,-0.978669,2.040852,-0.928841,2.040709,-0.978669,23.000000
8.397000,2.039921,-0.933798,2.039777,-0.984122,2.039921,-0.934264,2.039777,-0.984122,23.000000
8.398000,2.038985,-0.939210,2.038841,-0.989564,2.038984,-0.939677,2.038841,-0.989564,23.000000
8.399000,2.038043,-0.944613,2.037899,-0.994996,2.038042,-0.945080,2.037899,-0.994996,23.000000
8.400000,2.037095,-0.950005,2.036952,-1.000419,2.037095,-0.950472,2.036952,-1.000419,23.000000
8.401000,2.036143,-0.955387,2.035999,-1.005831,2.036142,-0.955855,2.035999,-1.005831,25.000000
8.402000,2.035185,-0.960759,2.035041,-1.011233,2.035184,-0.961227,2.035041,-1.011233,23.000000
8.403000,2.034221,-0.966121,2.034077,-1.016624,2.034221,-0.966589,2.034077,-1.016624,24.000000
8.404000,2.033252,-0.971472,2.033108,-1.022006,2.033252,-0.971940,2.033108,-1.022006,23.000000
8.405000,2.032278,-0.976812,2.032134,-1.027377,2.032278,-0.977281,2.032134,-1.027377,23.000000
8.406000,2.031299,-0.982142,2.031154,-1.032738,2.031299,-0.982611,2.031154,-1.032738,23.000000
8.407000,2.030314,-0.987461,2.030169,-1.038088,2.030314,-0.987931,2.030169,-1.038088,22.000000
8.408000,2.029324,-0.992770,2.029179,-1.043427,2.029324,-0.993240,2.029179,-1.043427,22.000000
8.409000,2.028328,-0.998068,2.028184,-1.048756,2.028328,-0.998538,2.028184,-1.048756,23.000000
8.410000,2.027328,-1.003355,2.027183,-1.054074,2.027327,-1.003825,2.027183,-1.054074,23.000000
8.411000,2.026322,-1.008631,2.026177,-1.059382,2.026321,-1.009102,2.026177,-1.059382,41.000000
8.412000,2.025310,-1.013896,2.025166,-1.064678,2.025310,-1.014367,2.025166,-1.064678,23.000000
8.413000,2.024294,-1.019150,2.024149,-1.069964,2.024294,-1.019622,2.024149,-1.069964,23.000000
8.414000,2.023272,-1.024393,2.023127,-1.075239,2.023272,-1.024865,2.023127,-1.075239,24.000000
8.415000,2.022245,-1.029625,2.022100,-1.080502,2.022245,-1.030098,2.022100,-1.080502,33.000000
8.416000,2.021213,-1.034846,2.021068,-1.085755,2.021213,-1.035319,2.021068,-1.085755,25.000000
8.417000,2.020175,-1.040055,2.020030,-1.090997,2.020175,-1.040529,2.020030,-1.090997,23.000000
8.418000,2.019133,-1.045254,2.018987,-1.096227,2.019133,-1.045727,2.018987,-1.096227,23.000000
8.419000,2.018085,-1.050441,2.017939,-1.101446,2.018085,-1.050915,2.017939,-1.101446,23.000000
8.420000,2.017032,-1.055616,2.016886,-1.106654,2.017032,-1.056090,2.016886,-1.106654,23.000000
8.421000,2.015974,-1.060780,2.015828,-1.111850,2.015973,-1.061255,2.015828,-1.111850,22.000000
8.422000,2.014910,-1.065932,2.014765,-1.117035,2.014910,-1.066407,2.014765,-1.117035,23.000000
8.423000,2.013842,-1.071073,2.013696,-1.122208,2.013842,-1.071548,2.013696,-1.122208,22.000000
8.424000,2.012768,-1.076202,2.012622,-1.127370,2.012768,-1.076678,2.012622,-1.127370,22.000000
8.425000,2.011689,-1.081319,2.011543,-1.132520,2.011689,-1.081796,2.011543,-1.132520,22.000000
8.426000,2.010606,-1.086425,2.010459,-1.137659,2.010605,-1.086902,2.010459,-1.137659,22.000000
8.427000,2.009517,-1.091519,2.009370,-1.142785,2.009516,-1.091996,2.009370,-1.142785,23.000000
8.428000,2.008423,-1.096600,2.008276,-1.147900,2.008422,-1.097078,2.008276,-1.147900,24.000000
8.429000,2.007323,-1.101670,2.007177,-1.153003,2.007323,-1.102148,2.007177,-1.153003,22.000000
8.430000,2.006219,-1.106728,2.006073,-1.158094,2.006219,-1.107206,2.006073,-1.158094,23.000000
8.431000,2.005110,-1.111773,2.004963,-1.163173,2.005110,-1.112252,2.004963,-1.163173,23.000000
8.432000,2.003996,-1.116807,2.003849,-1.168240,2.003995,-1.117286,2.003849,-1.168240,23.000000
8.433000,2.002876,-1.121828,2.002730,-1.173295,2.002876,-1.122307,2.002730,-1.173295,23.000000
8.434000,2.001752,-1.126837,2.001605,-1.178337,2.001752,-1.127317,2.001605,-1.178337,22.000000
8.435000,2.000623,-1.131833,2.000476,-1.183368,2.000622,-1.132314,2.000476,-1.183368,22.000000
8.436000,1.999488,-1.136818,1.999341,-1.188386,1.999488,-1.137298,1.999341,-1.188386,22.000000
8.437000,1.998349,-1.141789,1.998202,-1.193391,1.998349,-1.142270,1.998202,-1.193391,24.000000
8.438000,1.997205,-1.146748,1.997058,-1.198384,1.997205,-1.147230,1.997058,-1.198384,24.000000
8.439000,1.996056,-1.151695,1.995908,-1.203365,1.996055,-1.152177,1.995908,-1.203365,216.000000
8.440000,1.994901,-1.156629,1.994754,-1.208333,1.994901,-1.157111,1.994754,-1.208333,595.000000
8.441000,1.993742,-1.161550,1.993595,-1.213288,1.993742,-1.162033,1.993595,-1.213288,46079.000000
8.442000,1.992578,-1.166458,1.992431,-1.218231,1.992578,-1.166941,1.992431,-1.218231,104.000000
8.443000,1.991409,-1.171354,1.991262,-1.223161,1.991409,-1.171837,1.991262,-1.223161,54.000000
8.444000,1.990236,-1.176237,1.990088,-1.228078,1.990235,-1.176720,1.990088,-1.228078,35.000000
8.445000,1.989057,-1.181106,1.988909,-1.232983,1.989057,-1.181591,1.988909,-1.232983,34.000000
8.446000,1.987873,-1.185963,1.987725,-1.237874,1.987873,-1.186448,1.987725,-1.237874,34.000000
8.447000,1.986685,-1.190807,1.986537,-1.242752,1.986685,-1.191292,1.986537,-1.242752,39.000000
8.448000,1.985492,-1.195637,1.985344,-1.247618,1.985492,-1.196123,1.985344,-1.247618,74.000000
8.449000,1.984294,-1.200455,1.984145,-1.252470,1.984293,-1.200940,1.984145,-1.252470,15.000000
8.450000,1.983091,-1.205259,1.982942,-1.257309,1.983091,-1.205745,1.982942,-1.257309,13.000000
8.451000,1.981883,-1.210049,1.981735,-1.262135,1.981883,-1.210536,1.981735,-1.262135,12.000000
8.452000,1.980671,-1.214827,1.980522,-1.266947,1.980671,-1.215314,1.980522,-1.266947,12.000000
8.453000,1.979454,-1.219591,1.979305,-1.271746,1.979453,-1.220078,1.979305,-1.271746,12.000000
8.454000,1.978232,-1.224341,1.978083,-1.276532,1.978231,-1.224829,1.978083,-1.276532,13.000000
8.455000,1.977005,-1.229078,1.976856,-1.281304,1.977005,-1.229566,1.976856,-1.281304,12.000000
8.456000,1.975773,-1.233801,1.975624,-1.286063,1.975773,-1.234290,1.975624,-1.286063,12.000000
8.457000,1.974537,-1.238511,1.974388,-1.290808,1.974537,-1.239000,1.974388,-1.290808,13.000000
8.458000,1.973296,-1.243207,1.973147,-1.295539,1.973296,-1.243697,1.973147,-1.295539,14.000000
8.459000,1.972051,-1.247889,1.971902,-1.300257,1.972051,-1.248379,1.971902,-1.300257,22.000000
8.460000,1.970801,-1.252558,1.970651,-1.304961,1.970800,-1.253048,1.970651,-1.304961,17.000000
8.461000,1.969546,-1.257212,1.969396,-1.309651,1.969546,-1.257703,1.969396,-1.309651,13.000000
8.462000,1.968286,-1.261853,1.968137,-1.314327,1.968286,-1.262344,1.968137,-1.314327,12.000000
8.463000,1.967022,-1.266479,1.966872,-1.318989,1.967022,-1.266971,1.966872,-1.318989,12.000000
8.464000,1.965753,-1.271091,1.965604,-1.323637,1.965753,-1.271584,1.965604,-1.323637,11.000000
8.465000,1.964480,-1.275690,1.964330,-1.328271,1.964480,-1.276182,1.964330,-1.328271,12.000000
8.466000,1.963202,-1.280274,1.963052,-1.332891,1.963202,-1.280767,1.963052,-1.332891,12.000000
8.467000,1.961919,-1.284844,1.961769,-1.337497,1.961919,-1.285337,1.961769,-1.337497,12.000000
8.468000,1.960632,-1.289399,1.960482,-1.342088,1.960632,-1.289893,1.960482,-1.342088,27.000000
8.469000,1.959341,-1.293940,1.959190,-1.346665,1.959340,-1.294435,1.959190,-1.346665,13.000000
8.470000,1.958044,-1.298467,1.957894,-1.351228,1.958044,-1.298962,1.957894,-1.351228,13.000000
8.471000,1.956744,-1.302979,1.956593,-1.355776,1.956743,-1.303474,1.956593,-1.355776,21.000000
8.472000,1.955438,-1.307477,1.955288,-1.360310,1.955438,-1.307973,1.955288,-1.360310,112.000000
8.473000,1.954129,-1.311960,1.953978,-1.364830,1.954128,-1.312456,1.953978,-1.364830,17.000000
8.474000,1.952814,-1.316429,1.952664,-1.369334,1.952814,-1.316925,1.952664,-1.369334,87.000000
8.475000,1.951496,-1.320883,1.951345,-1.373824,1.951496,-1.321379,1.951345,-1.373824,15.000000
8.476000,1.950173,-1.325322,1.950022,-1.378300,1.950172,-1.325819,1.950022,-1.378300,14.000000
8.477000,1.948845,-1.329746,1.948694,-1.382760,1.948845,-1.330244,1.948694,-1.382760,13.000000
8.478000,1.947513,-1.334155,1.947362,-1.387206,1.947513,-1.334653,1.947362,-1.387206,13.000000
8.479000,1.946177,-1.338550,1.946026,-1.391637,1.946177,-1.339048,1.946026,-1.391637,13.000000
8.480000,1.944836,-1.342929,1.944685,-1.396052,1.944836,-1.343428,1.944685,-1.396052,13.000000
8.481000,1.943491,-1.347294,1.943340,-1.400453,1.943491,-1.347793,1.943340,-1.400453,14.000000
8.482000,1.942142,-1.351643,1.941990,-1.404839,1.942141,-1.352143,1.941990,-1.404839,74.000000
8.483000,1.940788,-1.355977,1.940636,-1.409210,1.940787,-1.356477,1.940636,-1.409210,20.000000
8.484000,1.939430,-1.360296,1.939278,-1.413565,1.939429,-1.360797,1.939278,-1.413565,45191.000000
8.485000,1.938067,-1.364600,1.937915,-1.417905,1.938067,-1.365101,1.937915,-1.417905,17.000000
8.486000,1.936700,-1.368888,1.936548,-1.422230,1.936700,-1.369390,1.936548,-1.422230,9.000000
8.487000,1.935329,-1.373161,1.935177,-1.426540,1.935329,-1.373663,1.935177,-1.426540,9.000000
8.488000,1.933954,-1.377419,1.933802,-1.430834,1.933954,-1.377921,1.933802,-1.430834,9.000000
8.489000,1.932575,-1.381661,1.932422,-1.435112,1.932574,-1.382164,1.932422,-1.435112,9.000000
8.490000,1.931191,-1.385887,1.931038,-1.439375,1.931191,-1.386391,1.931038,-1.439375,9.000000
8.491000,1.929803,-1.390098,1.929650,-1.443623,1.929803,-1.390602,1.929650,-1.443623,9.000000
8.492000,1.928411,-1.394294,1.928258,-1.447855,1.928410,-1.394798,1.928258,-1.447855,9.000000
8.493000,1.927014,-1.398473,1.926862,-1.452071,1.927014,-1.398978,1.926862,-1.452071,9.000000
8.494000,1.925614,-1.402637,1.925461,-1.456271,1.925613,-1.403142,1.925461,-1.456271,9.000000
8.495000,1.924209,-1.406785,1.924056,-1.460456,1.924209,-1.407291,1.924056,-1.460456,9.000000
8.496000,1.922800,-1.410918,1.922647,-1.464625,1.922800,-1.411424,1.922647,-1.464625,9.000000
8.497000,1.921387,-1.415034,1.921234,-1.468778,1.921387,-1.415540,1.921234,-1.468778,10.000000
8.498000,1.919970,-1.419134,1.919817,-1.472915,1.919970,-1.419641,1.919817,-1.472915,9.000000
8.499000,1.918549,-1.423218,1.918396,-1.477035,1.918549,-1.423726,1.918396,-1.477035,9.000000
8.500000,1.917124,-1.427287,1.916970,-1.481140,1.917123,-1.427794,1.916970,-1.481140,24.000000
8.501000,1.915694,-1.431339,1.915541,-1.485229,1.915694,-1.431847,1.915541,-1.485229,24.000000
8.502000,1.914261,-1.435374,1.914107,-1.489301,1.914261,-1.435883,1.914107,-1.489301,13.000000
8.503000,1.912824,-1.439394,1.912670,-1.493358,1.912823,-1.439903,1.912670,-1.493358,46.000000
8.504000,1.911382,-1.443397,1.911228,-1.497398,1.911382,-1.443907,1.911228,-1.497398,38.000000
8.505000,1.909937,-1.447384,1.909783,-1.501421,1.909936,-1.447894,1.909783,-1.501421,19.000000
